Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Saudi Arabia,SAU,2022-01-24,69.84,
Saudi Arabia,SAU,2022-01-25,69.9,
Saudi Arabia,SAU,2022-01-26,69.97,
Saudi Arabia,SAU,2022-01-27,70.04,
Saudi Arabia,SAU,2022-01-28,70.08,
Saudi Arabia,SAU,2022-01-29,70.09,
Saudi Arabia,SAU,2022-01-31,70.21,
Saudi Arabia,SAU,2022-02-01,70.27,
Saudi Arabia,SAU,2022-02-02,70.33,
Saudi Arabia,SAU,2022-02-03,70.38,
Saudi Arabia,SAU,2022-02-04,70.41,
Saudi Arabia,SAU,2022-02-05,70.44,
Saudi Arabia,SAU,2022-02-06,70.49,
Saudi Arabia,SAU,2022-02-07,70.55,
Saudi Arabia,SAU,2022-02-08,70.59,
Saudi Arabia,SAU,2022-02-09,70.63,
Saudi Arabia,SAU,2022-02-10,70.68,
Saudi Arabia,SAU,2022-02-11,70.7,
Saudi Arabia,SAU,2022-02-12,70.73,
Saudi Arabia,SAU,2022-02-13,70.78,
Saudi Arabia,SAU,2022-02-14,70.83,
Saudi Arabia,SAU,2022-02-15,70.87,
Saudi Arabia,SAU,2022-02-16,70.91,
Saudi Arabia,SAU,2022-02-17,70.95,
Saudi Arabia,SAU,2022-02-18,70.97,
Saudi Arabia,SAU,2022-02-19,71,
Saudi Arabia,SAU,2022-02-20,71.04,
Saudi Arabia,SAU,2022-02-21,71.08,
Saudi Arabia,SAU,2022-02-22,71.1,
Saudi Arabia,SAU,2022-02-23,71.14,
Saudi Arabia,SAU,2022-02-24,71.18,
Saudi Arabia,SAU,2022-02-25,71.2,
Saudi Arabia,SAU,2022-02-26,71.22,
Saudi Arabia,SAU,2022-02-27,71.26,
Saudi Arabia,SAU,2022-02-28,71.3,
Saudi Arabia,SAU,2023-04-25,74.27,
Scotland,,2021-01-10,2.99,
Scotland,,2021-01-11,3.22,
Scotland,,2021-01-12,3.51,
Scotland,,2021-01-13,3.81,
Scotland,,2021-01-14,4.11,
Scotland,,2021-01-15,4.43,
Scotland,,2021-01-16,4.76,
Scotland,,2021-01-17,4.85,
Scotland,,2021-01-18,5.21,
Scotland,,2021-01-19,5.67,
Scotland,,2021-01-20,6.13,
Scotland,,2021-01-21,6.56,
Scotland,,2021-01-22,6.96,
Scotland,,2021-01-23,7.39,
Scotland,,2021-01-24,7.6,
Scotland,,2021-01-25,8.01,
Scotland,,2021-01-26,8.45,
Scotland,,2021-01-27,8.99,
Scotland,,2021-01-28,9.44,
Scotland,,2021-01-29,9.94,
Scotland,,2021-01-30,10.36,
Scotland,,2021-01-31,10.54,
Scotland,,2021-02-01,11.17,
Scotland,,2021-02-02,11.88,
Scotland,,2021-02-03,12.7,
Scotland,,2021-02-04,13.58,
Scotland,,2021-02-05,14.39,
Scotland,,2021-02-06,15.35,
Scotland,,2021-02-07,15.86,
Scotland,,2021-02-08,16.98,
Scotland,,2021-02-09,18.03,
Scotland,,2021-02-10,19.19,
Scotland,,2021-02-11,20.37,
Scotland,,2021-02-12,21.47,
Scotland,,2021-02-13,22.39,
Scotland,,2021-02-14,22.96,
Scotland,,2021-02-15,23.56,
Scotland,,2021-02-16,24.15,
Scotland,,2021-02-17,24.79,
Scotland,,2021-02-18,25.36,
Scotland,,2021-02-19,25.84,
Scotland,,2021-02-20,26.2,
Scotland,,2021-02-21,26.45,
Scotland,,2021-02-22,26.81,
Scotland,,2021-02-23,27.22,
Scotland,,2021-02-24,27.73,
Scotland,,2021-02-25,28.23,
Scotland,,2021-02-26,28.73,
Scotland,,2021-02-27,29.16,
Scotland,,2021-02-28,29.48,
Scotland,,2021-03-01,29.9,
Scotland,,2021-03-02,30.4,
Scotland,,2021-03-03,30.89,
Scotland,,2021-03-04,31.42,
Scotland,,2021-03-05,31.9,
Scotland,,2021-03-06,32.19,
Scotland,,2021-03-07,32.47,
Scotland,,2021-03-08,32.74,
Scotland,,2021-03-09,33.1,
Scotland,,2021-03-10,33.4,
Scotland,,2021-03-11,33.75,
Scotland,,2021-03-12,34.16,
Scotland,,2021-03-13,34.55,
Scotland,,2021-03-14,34.92,
Scotland,,2021-03-15,35.56,
Scotland,,2021-03-16,36.26,
Scotland,,2021-03-17,37.01,
Scotland,,2021-03-18,37.81,
Scotland,,2021-03-19,38.62,
Scotland,,2021-03-20,39.24,
Scotland,,2021-03-21,39.93,
Scotland,,2021-03-22,40.52,
Scotland,,2021-03-23,41.16,
Scotland,,2021-03-24,41.82,
Scotland,,2021-03-25,42.5,
Scotland,,2021-03-26,43.15,
Scotland,,2021-03-27,43.65,
Scotland,,2021-03-28,44.1,
Scotland,,2021-03-29,44.59,
Scotland,,2021-03-30,45.11,
Scotland,,2021-03-31,45.62,
Scotland,,2021-04-01,46.03,
Scotland,,2021-04-02,46.39,
Scotland,,2021-04-03,46.72,
Scotland,,2021-04-04,46.93,
Scotland,,2021-04-05,47.16,
Scotland,,2021-04-06,47.46,
Scotland,,2021-04-07,47.73,
Scotland,,2021-04-08,48.03,
Scotland,,2021-04-09,48.36,
Scotland,,2021-04-10,48.62,
Scotland,,2021-04-11,48.82,
Scotland,,2021-04-12,49.08,
Scotland,,2021-04-13,49.3,
Scotland,,2021-04-14,49.56,
Scotland,,2021-04-15,49.8,
Scotland,,2021-04-16,50.01,
Scotland,,2021-04-17,50.21,
Scotland,,2021-04-18,50.27,
Scotland,,2021-04-19,50.31,
Scotland,,2021-04-20,50.36,
Scotland,,2021-04-21,50.41,
Scotland,,2021-04-22,50.46,
Scotland,,2021-04-23,50.58,
Scotland,,2021-04-24,50.7,
Scotland,,2021-04-25,50.75,
Scotland,,2021-04-26,50.9,
Scotland,,2021-04-27,51.04,
Scotland,,2021-04-28,51.17,
Scotland,,2021-04-29,51.27,
Scotland,,2021-04-30,51.43,
Scotland,,2021-05-01,51.55,
Scotland,,2021-05-02,51.68,
Scotland,,2021-05-03,51.84,
Scotland,,2021-05-04,52.08,
Scotland,,2021-05-05,52.34,
Scotland,,2021-05-06,52.63,
Scotland,,2021-05-07,52.75,
Scotland,,2021-05-08,53.02,
Scotland,,2021-05-09,53.22,
Scotland,,2021-05-10,53.59,
Scotland,,2021-05-11,53.94,
Scotland,,2021-05-12,54.3,
Scotland,,2021-05-13,54.62,
Scotland,,2021-05-14,54.95,
Scotland,,2021-05-15,55.26,
Scotland,,2021-05-16,55.54,
Scotland,,2021-05-17,55.71,
Scotland,,2021-05-18,55.82,
Scotland,,2021-05-19,56.05,
Scotland,,2021-05-20,56.39,
Scotland,,2021-05-21,56.65,
Scotland,,2021-05-22,56.88,
Scotland,,2021-05-23,57.12,
Scotland,,2021-05-24,57.42,
Scotland,,2021-05-25,57.73,
Scotland,,2021-05-26,58.08,
Scotland,,2021-05-27,58.47,
Scotland,,2021-05-28,58.83,
Scotland,,2021-05-29,59.17,
Scotland,,2021-05-30,59.48,
Scotland,,2021-05-31,59.77,
Scotland,,2021-06-01,60.12,
Scotland,,2021-06-02,60.48,
Scotland,,2021-06-03,60.85,
Scotland,,2021-06-04,61.21,
Scotland,,2021-06-05,61.58,
Scotland,,2021-06-06,61.95,
Scotland,,2021-06-07,62.27,
Scotland,,2021-06-08,62.61,
Scotland,,2021-06-09,62.96,
Scotland,,2021-06-10,63.28,
Scotland,,2021-06-11,63.62,
Scotland,,2021-06-12,63.98,
Scotland,,2021-06-13,64.36,
Scotland,,2021-06-14,64.61,
Scotland,,2021-06-15,64.98,
Scotland,,2021-06-16,65.34,
Scotland,,2021-06-17,65.71,
Scotland,,2021-06-18,66.07,
Scotland,,2021-06-19,66.42,
Scotland,,2021-06-20,66.73,
Scotland,,2021-06-21,67.04,
Scotland,,2021-06-22,67.35,
Scotland,,2021-06-23,67.61,
Scotland,,2021-06-24,67.87,
Scotland,,2021-06-25,68.24,
Scotland,,2021-06-26,68.56,
Scotland,,2021-06-27,68.89,
Scotland,,2021-06-28,69.19,
Scotland,,2021-06-29,69.51,
Scotland,,2021-06-30,69.82,
Scotland,,2021-07-01,70.1,
Scotland,,2021-07-02,70.33,
Scotland,,2021-07-03,70.57,
Scotland,,2021-07-04,70.79,
Scotland,,2021-07-05,70.97,
Scotland,,2021-07-06,71.17,
Scotland,,2021-07-07,71.37,
Scotland,,2021-07-08,71.55,
Scotland,,2021-07-09,71.72,
Scotland,,2021-07-10,71.87,
Scotland,,2021-07-11,71.98,
Scotland,,2021-07-12,72.11,
Scotland,,2021-07-13,72.24,
Scotland,,2021-07-14,72.38,
Scotland,,2021-07-15,72.51,
Scotland,,2021-07-16,72.63,
Scotland,,2021-07-17,72.74,
Scotland,,2021-07-18,72.85,
Scotland,,2021-07-19,72.89,
Scotland,,2021-07-20,72.94,
Scotland,,2021-07-21,73,
Scotland,,2021-07-22,73.04,
Scotland,,2021-07-23,73.09,
Scotland,,2021-07-24,73.13,
Scotland,,2021-07-25,73.15,
Scotland,,2021-07-26,73.19,
Scotland,,2021-07-27,73.23,
Scotland,,2021-07-28,73.28,
Scotland,,2021-07-29,73.32,
Scotland,,2021-07-30,73.36,
Scotland,,2021-07-31,73.38,
Scotland,,2021-08-01,73.41,
Scotland,,2021-08-02,73.44,
Scotland,,2021-08-03,73.48,
Scotland,,2021-08-04,73.52,
Scotland,,2021-08-05,73.56,
Scotland,,2021-08-06,73.6,
Scotland,,2021-08-07,73.63,
Scotland,,2021-08-08,73.67,
Scotland,,2021-08-09,73.72,
Scotland,,2021-08-10,73.81,
Scotland,,2021-08-11,73.9,
Scotland,,2021-08-12,74,
Scotland,,2021-08-13,74.09,
Scotland,,2021-08-14,74.18,
Scotland,,2021-08-15,74.25,
Scotland,,2021-08-16,74.31,
Scotland,,2021-08-17,74.39,
Scotland,,2021-08-18,74.44,
Scotland,,2021-08-19,74.49,
Scotland,,2021-08-20,74.56,
Scotland,,2021-08-21,74.63,
Scotland,,2021-08-22,74.69,
Scotland,,2021-08-23,74.74,
Scotland,,2021-08-24,74.81,
Scotland,,2021-08-25,74.87,
Scotland,,2021-08-26,74.93,
Scotland,,2021-08-27,74.97,
Scotland,,2021-08-28,75.03,
Scotland,,2021-08-29,75.08,
Scotland,,2021-08-30,75.13,
Scotland,,2021-08-31,75.17,
Scotland,,2021-09-01,75.22,
Scotland,,2021-09-02,75.28,
Scotland,,2021-09-03,75.32,
Scotland,,2021-09-04,75.41,
Scotland,,2021-09-05,75.49,
Scotland,,2021-09-06,75.54,
Scotland,,2021-09-07,75.57,
Scotland,,2021-09-08,75.62,
Scotland,,2021-09-09,75.66,
Scotland,,2021-09-10,75.7,
Scotland,,2021-09-11,75.75,
Scotland,,2021-09-12,75.79,
Scotland,,2021-09-13,75.83,
Scotland,,2021-09-14,75.87,
Scotland,,2021-09-15,75.9,
Scotland,,2021-09-16,75.93,
Scotland,,2021-09-17,75.96,
Scotland,,2021-09-18,76.02,
Scotland,,2021-09-19,76.06,
Scotland,,2021-09-20,76.12,
Scotland,,2021-09-21,76.17,
Scotland,,2021-09-22,76.22,
Scotland,,2021-09-23,76.26,
Scotland,,2021-09-24,76.34,
Scotland,,2021-09-25,76.41,
Scotland,,2021-09-26,76.5,
Scotland,,2021-09-27,76.56,
Scotland,,2021-09-28,76.6,
Scotland,,2021-09-29,76.65,
Scotland,,2021-09-30,76.73,
Scotland,,2021-10-01,76.83,
Scotland,,2021-10-02,76.99,
Scotland,,2021-10-03,77.17,
Scotland,,2021-10-04,77.27,
Scotland,,2021-10-05,77.37,
Scotland,,2021-10-06,77.48,
Scotland,,2021-10-07,77.59,
Scotland,,2021-10-08,77.68,
Scotland,,2021-10-09,77.82,
Scotland,,2021-10-10,77.96,
Scotland,,2021-10-11,78.04,
Scotland,,2021-10-12,78.12,
Scotland,,2021-10-13,78.21,
Scotland,,2021-10-14,78.28,
Scotland,,2021-10-15,78.34,
Scotland,,2021-10-16,78.41,
Scotland,,2021-10-17,78.47,
Scotland,,2021-10-18,78.52,
Scotland,,2021-10-19,78.56,
Scotland,,2021-10-20,78.61,
Scotland,,2021-10-21,78.66,
Scotland,,2021-10-22,78.71,
Scotland,,2021-10-23,78.77,
Scotland,,2021-10-24,78.82,
Scotland,,2021-10-25,78.85,
Scotland,,2021-10-26,78.88,
Scotland,,2021-10-27,78.89,
Scotland,,2021-10-28,78.93,
Scotland,,2021-10-29,78.96,
Scotland,,2021-10-30,78.99,
Scotland,,2021-10-31,79.01,
Scotland,,2021-11-03,79.01,
Scotland,,2021-11-04,79.03,
Scotland,,2021-11-05,79.06,
Scotland,,2021-11-06,79.07,
Scotland,,2021-11-07,79.1,
Scotland,,2021-11-08,79.12,
Scotland,,2021-11-09,79.13,
Scotland,,2021-11-11,79.14,
Scotland,,2021-11-12,79.16,
Scotland,,2021-11-13,79.17,
Scotland,,2021-11-14,79.22,
Scotland,,2021-11-15,79.25,
Scotland,,2021-11-16,79.27,
Scotland,,2021-11-17,79.3,
Scotland,,2021-11-18,79.32,
Scotland,,2021-11-19,79.35,
Scotland,,2021-11-20,79.37,
Scotland,,2021-11-21,79.39,
Scotland,,2021-11-22,79.4,
Scotland,,2021-11-23,79.42,
Scotland,,2021-11-24,79.44,
Scotland,,2021-11-25,79.46,
Scotland,,2021-11-26,79.47,
Scotland,,2021-11-27,79.49,
Scotland,,2021-11-28,79.51,
Scotland,,2021-11-29,79.52,
Scotland,,2021-11-30,79.54,
Scotland,,2021-12-01,79.57,
Scotland,,2021-12-02,79.59,
Scotland,,2021-12-03,79.61,
Scotland,,2021-12-04,79.62,
Scotland,,2021-12-05,79.66,
Scotland,,2021-12-06,79.68,
Scotland,,2021-12-07,79.72,
Scotland,,2021-12-08,79.74,
Scotland,,2021-12-09,79.77,
Scotland,,2021-12-10,79.79,
Scotland,,2021-12-11,79.81,
Scotland,,2021-12-13,79.82,
Scotland,,2021-12-14,79.85,
Scotland,,2021-12-15,79.88,
Scotland,,2021-12-16,79.91,
Scotland,,2021-12-17,79.94,
Scotland,,2021-12-18,79.97,
Scotland,,2021-12-19,79.99,
Scotland,,2021-12-20,80.02,
Scotland,,2021-12-21,80.05,
Scotland,,2021-12-22,80.08,
Scotland,,2021-12-23,80.1,
Scotland,,2021-12-27,80.12,
Scotland,,2021-12-28,80.13,
Scotland,,2021-12-29,80.15,
Scotland,,2021-12-30,80.18,
Scotland,,2021-12-31,80.19,
Scotland,,2022-01-01,80.19,
Scotland,,2022-01-02,80.19,
Scotland,,2022-01-03,80.21,
Scotland,,2022-01-04,80.23,
Scotland,,2022-01-05,80.26,
Scotland,,2022-01-06,80.29,
Scotland,,2022-01-07,80.32,
Scotland,,2022-01-08,80.34,
Scotland,,2022-01-09,80.36,
Scotland,,2022-01-10,80.38,
Scotland,,2022-01-11,80.4,
Scotland,,2022-01-12,80.42,
Scotland,,2022-01-13,80.44,
Scotland,,2022-01-14,80.46,
Scotland,,2022-01-15,80.48,
Scotland,,2022-01-16,80.5,
Scotland,,2022-01-17,80.52,
Scotland,,2022-01-18,80.53,
Scotland,,2022-01-19,80.55,
Scotland,,2022-01-20,80.58,
Scotland,,2022-01-21,80.59,
Scotland,,2022-01-22,80.6,
Scotland,,2022-01-23,80.62,
Scotland,,2022-01-24,80.63,
Scotland,,2022-01-25,80.64,
Scotland,,2022-01-26,80.65,
Scotland,,2022-01-27,80.67,
Scotland,,2022-01-28,80.69,
Scotland,,2022-01-29,80.7,
Scotland,,2022-01-30,80.71,
Scotland,,2022-01-31,80.79,
Scotland,,2022-02-01,80.81,
Scotland,,2022-02-02,80.83,
Scotland,,2022-02-03,80.84,
Scotland,,2022-02-04,80.86,
Scotland,,2022-02-05,80.89,
Scotland,,2022-02-06,80.91,
Scotland,,2022-02-07,80.93,
Scotland,,2022-02-08,80.94,
Scotland,,2022-02-09,80.95,
Scotland,,2022-02-10,80.96,
Scotland,,2022-02-11,80.98,
Scotland,,2022-02-12,80.99,
Scotland,,2022-02-13,81.01,
Scotland,,2022-02-14,81.02,
Scotland,,2022-02-15,81.03,
Scotland,,2022-02-16,81.05,
Scotland,,2022-02-17,81.06,
Scotland,,2022-02-18,81.07,
Scotland,,2022-02-19,81.08,
Scotland,,2022-02-20,81.09,
Scotland,,2022-02-21,81.1,
Scotland,,2022-02-22,81.11,
Scotland,,2022-02-23,81.12,
Scotland,,2022-02-24,81.13,
Scotland,,2022-02-25,81.14,
Scotland,,2022-02-26,81.15,
Scotland,,2022-02-27,81.16,
Scotland,,2022-02-28,81.17,
Scotland,,2022-03-01,81.17,
Scotland,,2022-03-02,81.18,
Scotland,,2022-03-03,81.18,
Scotland,,2022-03-04,81.19,
Scotland,,2022-03-05,81.2,
Scotland,,2022-03-06,81.2,
Scotland,,2022-03-07,81.21,
Scotland,,2022-03-08,81.21,
Scotland,,2022-03-09,81.22,
Scotland,,2022-03-10,81.22,
Scotland,,2022-03-14,81.25,
Scotland,,2022-03-15,81.26,
Scotland,,2022-03-17,81.26,
Scotland,,2022-03-18,81.27,
Scotland,,2022-03-23,81.32,
Scotland,,2022-03-24,81.35,
Scotland,,2022-03-25,81.38,
Scotland,,2022-03-26,81.46,
Scotland,,2022-03-27,81.54,
Scotland,,2022-03-28,81.56,
Scotland,,2022-03-29,81.58,
Scotland,,2022-03-30,81.6,
Scotland,,2022-03-31,81.62,
Scotland,,2022-04-01,81.63,
Scotland,,2022-04-02,81.69,
Scotland,,2022-04-03,81.75,
Scotland,,2022-04-04,81.78,
Scotland,,2022-04-05,81.82,
Scotland,,2022-04-06,81.87,
Scotland,,2022-04-07,81.91,
Scotland,,2022-04-08,81.94,
Scotland,,2022-04-09,82,
Scotland,,2022-04-10,82.05,
Scotland,,2022-04-11,82.07,
Scotland,,2022-04-12,82.09,
Scotland,,2022-04-13,82.11,
Scotland,,2022-04-14,82.14,
Scotland,,2022-04-15,82.14,
Scotland,,2022-04-16,82.17,
Scotland,,2022-04-17,82.19,
Scotland,,2022-04-18,82.2,
Scotland,,2022-04-19,82.21,
Scotland,,2022-04-20,82.22,
Scotland,,2022-04-21,82.23,
Scotland,,2022-04-22,82.25,
Scotland,,2022-04-23,82.3,
Scotland,,2022-04-24,82.35,
Scotland,,2022-04-25,82.36,
Scotland,,2022-04-26,82.36,
Scotland,,2022-04-27,82.37,
Scotland,,2022-04-28,82.37,
Scotland,,2022-04-29,82.38,
Scotland,,2022-04-30,82.42,
Scotland,,2022-05-01,82.44,
Scotland,,2022-05-02,82.45,
Scotland,,2022-05-03,82.45,
Scotland,,2022-05-04,82.46,
Scotland,,2022-05-05,82.46,
Scotland,,2022-05-06,82.47,
Scotland,,2022-05-07,82.51,
Scotland,,2022-05-08,82.52,
Scotland,,2022-05-09,82.53,
Scotland,,2022-05-10,82.53,
Scotland,,2022-05-11,82.54,
Scotland,,2022-05-12,82.54,
Scotland,,2022-05-13,82.55,
Scotland,,2022-05-14,82.58,
Scotland,,2022-05-15,82.6,
Scotland,,2022-05-16,82.6,
Scotland,,2022-05-17,82.61,
Scotland,,2022-05-18,82.61,
Scotland,,2022-05-19,82.62,
Scotland,,2022-05-20,82.62,
Scotland,,2022-05-21,82.64,
Scotland,,2022-05-22,82.66,
Scotland,,2022-05-23,82.67,
Scotland,,2022-05-24,82.67,
Scotland,,2022-05-25,82.67,
Scotland,,2022-05-26,82.68,
Scotland,,2022-05-27,82.68,
Scotland,,2022-05-28,82.71,
Scotland,,2022-05-29,82.72,
Scotland,,2022-05-30,82.73,
Scotland,,2022-05-31,82.73,
Scotland,,2022-06-01,82.74,
Scotland,,2022-06-02,82.74,
Scotland,,2022-06-03,82.75,
Scotland,,2022-06-04,82.76,
Scotland,,2022-06-05,82.78,
Scotland,,2022-06-06,82.78,
Scotland,,2022-06-07,82.79,
Scotland,,2022-06-08,82.79,
Scotland,,2022-06-09,82.79,
Scotland,,2022-06-10,82.8,
Scotland,,2022-06-11,82.82,
Scotland,,2022-06-12,82.83,
Scotland,,2022-06-13,82.83,
Scotland,,2022-06-14,82.84,
Scotland,,2022-06-15,82.84,
Scotland,,2022-06-16,82.84,
Scotland,,2022-06-17,82.85,
Scotland,,2022-06-18,82.88,
Scotland,,2022-06-19,82.9,
Scotland,,2022-06-20,82.91,
Scotland,,2022-06-21,82.91,
Scotland,,2022-06-22,82.91,
Scotland,,2022-06-23,82.92,
Scotland,,2022-06-24,82.92,
Scotland,,2022-06-25,82.94,
Scotland,,2022-06-26,82.95,
Scotland,,2022-06-27,82.96,
Scotland,,2022-06-28,82.96,
Scotland,,2022-06-29,82.96,
Scotland,,2022-06-30,82.97,
Scotland,,2022-07-01,82.97,
Scotland,,2022-07-02,82.97,
Scotland,,2022-07-03,82.98,
Scotland,,2022-07-04,83,
Scotland,,2022-07-05,83,
Scotland,,2022-07-06,83.01,
Scotland,,2022-07-07,83.01,
Scotland,,2022-07-08,83.02,
Scotland,,2022-07-09,83.03,
Scotland,,2022-07-10,83.04,
Scotland,,2022-07-11,83.04,
Scotland,,2022-07-12,83.04,
Scotland,,2022-07-13,83.05,
Scotland,,2022-07-14,83.05,
Scotland,,2022-07-15,83.05,
Scotland,,2022-07-16,83.07,
Scotland,,2022-07-17,83.07,
Scotland,,2022-07-18,83.07,
Scotland,,2022-07-19,83.07,
Scotland,,2022-07-20,83.08,
Scotland,,2022-07-21,83.08,
Scotland,,2022-07-22,83.08,
Scotland,,2022-07-23,83.09,
Scotland,,2022-07-24,83.1,
Scotland,,2022-07-25,83.1,
Scotland,,2022-07-26,83.1,
Scotland,,2022-07-27,83.1,
Scotland,,2022-07-28,83.11,
Scotland,,2022-07-29,83.11,
Scotland,,2022-07-30,83.12,
Scotland,,2022-07-31,83.12,
Scotland,,2022-08-01,83.13,
Scotland,,2022-08-02,83.13,
Scotland,,2022-08-03,83.13,
Scotland,,2022-08-04,83.14,
Scotland,,2022-08-05,83.14,
Scotland,,2022-08-06,83.15,
Scotland,,2022-08-07,83.15,
Scotland,,2022-08-08,83.15,
Scotland,,2022-08-09,83.15,
Scotland,,2022-08-10,83.15,
Scotland,,2022-08-11,83.16,
Scotland,,2022-08-12,83.16,
Scotland,,2022-08-13,83.17,
Scotland,,2022-08-14,83.17,
Scotland,,2022-08-15,83.18,
Scotland,,2022-08-16,83.18,
Scotland,,2022-08-17,83.18,
Scotland,,2022-08-18,83.18,
Scotland,,2022-08-19,83.18,
Scotland,,2022-08-20,83.19,
Scotland,,2022-08-21,83.19,
Scotland,,2022-08-22,83.2,
Scotland,,2022-08-23,83.2,
Scotland,,2022-08-24,83.2,
Scotland,,2022-08-25,83.2,
Scotland,,2022-08-26,83.2,
Scotland,,2022-08-27,83.21,
Scotland,,2022-08-28,83.21,
Scotland,,2022-08-29,83.21,
Scotland,,2022-08-30,83.21,
Scotland,,2022-08-31,83.21,
Scotland,,2022-09-01,83.22,
Scotland,,2022-09-02,83.22,
Scotland,,2022-09-03,83.22,
Scotland,,2022-09-04,83.23,
Scotland,,2022-09-05,83.23,
Scotland,,2022-09-08,83.23,
Scotland,,2022-09-09,83.23,
Scotland,,2022-09-10,83.23,
Scotland,,2022-09-11,83.23,
Senegal,SEN,2021-02-22,0,
Senegal,SEN,2021-02-23,0,
Senegal,SEN,2021-02-24,0.02,
Senegal,SEN,2021-02-25,0.07,
Senegal,SEN,2021-02-26,0.12,
Senegal,SEN,2021-02-27,0.15,
Senegal,SEN,2021-02-28,0.16,
Senegal,SEN,2021-03-01,0.2,
Senegal,SEN,2021-03-02,0.23,
Senegal,SEN,2021-03-03,0.26,
Senegal,SEN,2021-03-04,0.3,
Senegal,SEN,2021-03-05,0.36,
Senegal,SEN,2021-03-06,0.37,
Senegal,SEN,2021-03-07,0.38,
Senegal,SEN,2021-03-08,0.39,
Senegal,SEN,2021-03-09,0.39,
Senegal,SEN,2021-03-10,0.39,
Senegal,SEN,2021-03-13,0.76,
Senegal,SEN,2021-03-15,0.8,
Senegal,SEN,2021-03-16,0.83,
Senegal,SEN,2021-03-17,0.84,
Senegal,SEN,2021-03-18,0.86,
Senegal,SEN,2021-03-19,0.87,
Senegal,SEN,2021-03-20,0.92,
Senegal,SEN,2021-03-22,0.98,
Senegal,SEN,2021-03-23,1.04,
Senegal,SEN,2021-03-24,1.14,
Senegal,SEN,2021-03-25,1.22,
Senegal,SEN,2021-03-26,1.3,
Senegal,SEN,2021-03-27,1.34,
Senegal,SEN,2021-03-29,1.35,
Senegal,SEN,2021-03-30,1.43,
Senegal,SEN,2021-03-31,1.51,
Senegal,SEN,2021-04-01,1.59,
Senegal,SEN,2021-04-02,1.67,
Senegal,SEN,2021-04-03,1.73,
Senegal,SEN,2021-04-04,1.75,
Senegal,SEN,2021-04-05,1.76,
Senegal,SEN,2021-04-06,1.78,
Senegal,SEN,2021-04-08,1.89,
Senegal,SEN,2021-04-09,1.93,
Senegal,SEN,2021-04-10,1.98,
Senegal,SEN,2021-04-11,2.02,
Senegal,SEN,2021-04-12,2.03,
Senegal,SEN,2021-04-13,2.09,
Senegal,SEN,2021-04-14,2.14,
Senegal,SEN,2021-04-15,2.18,
Senegal,SEN,2021-04-16,2.19,
Senegal,SEN,2021-04-17,2.2,
Senegal,SEN,2021-04-22,2.27,
Senegal,SEN,2021-04-23,2.28,
Senegal,SEN,2021-04-24,2.3,
Senegal,SEN,2021-04-25,2.3,
Senegal,SEN,2021-04-26,2.31,
Senegal,SEN,2021-04-27,2.33,
Senegal,SEN,2021-04-28,2.35,
Senegal,SEN,2021-04-29,2.37,
Senegal,SEN,2021-04-30,2.38,
Senegal,SEN,2021-05-01,2.39,
Senegal,SEN,2021-05-03,2.39,
Senegal,SEN,2021-05-04,2.41,
Senegal,SEN,2021-05-05,2.42,
Senegal,SEN,2021-05-06,2.44,
Senegal,SEN,2021-05-07,2.45,
Senegal,SEN,2021-05-08,2.47,
Senegal,SEN,2021-05-11,2.47,
Senegal,SEN,2021-05-12,2.49,
Senegal,SEN,2021-05-13,2.49,
Senegal,SEN,2021-05-21,2.53,
Senegal,SEN,2021-05-24,2.55,
Senegal,SEN,2021-05-26,2.56,
Senegal,SEN,2021-05-31,2.61,
Senegal,SEN,2021-06-08,2.69,
Senegal,SEN,2021-06-10,2.74,
Senegal,SEN,2021-06-14,2.76,
Senegal,SEN,2021-06-28,2.98,
Senegal,SEN,2021-07-05,3.17,
Senegal,SEN,2021-07-12,3.37,
Senegal,SEN,2021-07-13,3.39,
Senegal,SEN,2021-07-19,3.53,
Senegal,SEN,2021-07-24,3.61,
Senegal,SEN,2021-07-26,3.7,
Senegal,SEN,2021-08-03,5.2,
Senegal,SEN,2021-08-09,5.98,
Senegal,SEN,2021-08-16,6.41,
Senegal,SEN,2021-08-19,6.5,
Senegal,SEN,2021-08-25,6.63,
Senegal,SEN,2021-09-01,6.74,
Senegal,SEN,2021-09-09,6.81,
Senegal,SEN,2021-09-15,6.95,
Senegal,SEN,2021-09-22,7.04,
Senegal,SEN,2021-09-30,7.21,
Senegal,SEN,2021-10-07,7.3,
Senegal,SEN,2021-10-14,7.34,
Senegal,SEN,2021-11-22,7.6,
Senegal,SEN,2022-01-06,7.6,
Senegal,SEN,2022-02-02,8.17,
Senegal,SEN,2022-02-09,8.21,
Senegal,SEN,2022-02-18,8.31,
Senegal,SEN,2022-02-22,8.32,
Senegal,SEN,2022-03-01,8.36,
Senegal,SEN,2022-03-09,8.39,
Senegal,SEN,2022-03-15,8.41,
Senegal,SEN,2022-08-07,8.43,
Senegal,SEN,2022-08-14,8.44,
Senegal,SEN,2022-08-28,8.5,
Senegal,SEN,2022-09-04,8.51,
Senegal,SEN,2022-09-11,8.55,
Senegal,SEN,2022-09-18,8.69,
Senegal,SEN,2022-10-02,9.03,
Senegal,SEN,2022-10-23,10,
Senegal,SEN,2022-11-20,11.03,
Senegal,SEN,2022-11-27,11.26,
Senegal,SEN,2023-01-01,11.85,
